Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,label
57.71875,66.39379,-78.89336999999998,-262.04802,0.42727,1.8791400000000005,-0.24038,2
73.66405999999998,-23.363789999999998,52.95133000000001,125.75556999999999,1.76975,1.36084,-0.017759999999999998,1
31.55469,-37.59407,-10.02033,105.19445,0.30162,1.25226,-0.38569000000000003,2
31.265629999999998,-1.27757,64.71876,91.15016,0.46688999999999997,1.06984,-0.27952,1
55.22656,1.03098,2.3125,131.74966,0.2905,1.4752100000000001,-0.17481,1
54.29688,-9.78817,17.36634,18.03622,0.15374000000000002,0.98925,-0.27756,2
165.97656,-0.41617,-0.05512,-0.32939,-0.036180000000000004,0.97767,-0.23108,1
16.42969,-38.73111,28.46235,160.98827,-0.036180000000000004,1.86225,-0.39792,0
3.20313,-0.38171,0.01556,-0.39909,-0.12460999999999996,0.9771799999999999,0.17354,1
107.70313,-68.15644,43.76355,139.17257,-0.08354,1.8106099999999998,-0.52366,2
139.67188000000002,-6.4114900000000015,-1.18592,-1.96731,-0.036180000000000004,0.40628000000000003,-0.1161,0
114.00781,67.39301999999999,-49.63381,-274.41955,0.9888100000000001,2.02536,-0.3397,0
152.24219,1.06544,-0.12579,-1.7233599999999998,-0.04294,0.96416,-0.25114000000000003,2
30.86719,-9.78817,7.04775,92.12595,1.38798,1.2416399999999999,0.01844,0
49.89844,7.8877,27.26087,27.68949000000001,0.17114000000000001,0.98056,-0.22814,1
24.59375,31.80009,-24.04937,-104.87743999999999,1.65183,1.4091,0.01355,0
28.36719,-26.120260000000002,-3.97759,134.53761,-0.0758,1.20207,-0.23646,1
89.75,19.15478,-102.3929,63.72371999999999,-0.25751,1.32416,-0.00455,2
136.24219,66.22152,-13.554089999999999,-234.65642999999997,0.40842,1.65667,-0.46935,2
149.51563000000004,0.68642,-2.56409,2.45856,0.02326,0.9646399999999999,-0.18850999999999998,2
131.0,-3.5172,82.70562,-11.72512,2.29746,1.31355,0.05856,0
61.03125,16.50167,-83.59328000000002,90.41833000000001,0.53793,1.80193,-0.39058000000000004,0
71.82030999999998,51.30212,-47.65491,-352.65634,-0.12655,1.9095400000000002,-0.31279,0
138.33594,37.51976,-71.26044,-278.00903,0.05226,1.5659399999999999,-0.34115999999999996,0
149.0,-6.30812,1.81778,21.9045,0.12185,0.95257,-0.27266999999999997,0
17.58594,10.5408,-1.07991,48.28546,-2.27848,0.8695700000000001,-1.0540100000000001,2
19.46094,-13.47495,24.50454,39.39888,-0.027000000000000003,0.94775,-0.24184,2
101.88280999999999,27.66538,-114.33701,94.3563,0.35816,1.1818,0.27335,0
57.34375,-38.24873,137.26692,151.47439,0.19772,1.52347,-0.24575999999999998,2
72.28905999999998,-15.61121,-68.25674000000001,51.66585,-0.13476,1.6880400000000002,0.36239,2
15.289060000000001,-45.3811,47.61535,197.12705,-0.30196999999999996,2.34291,-0.49233999999999994,1
3.4140599999999997,-0.3128,-0.47917,0.12365999999999999,-0.20628000000000002,0.97091,0.13342,2
158.70313000000004,0.44523,-1.3272700000000002,-0.9218299999999999,-0.02168,0.98008,-0.23499,1
51.32813,-16.12805,21.78354,54.4538,-0.24929,0.94196,-0.30935999999999997,2
152.07813000000004,1.23771,-13.165379999999999,2.28431,-0.045360000000000004,0.96995,-0.26288,2
109.98438,-15.50785,97.26472,186.70709,-0.11398,1.6721099999999998,-0.28098,0
133.99219,-10.51174,-2.17537,47.10058,0.03921,0.9728399999999999,-0.24527,2
71.78905999999998,-21.261979999999998,64.86010999999999,-11.44633,-0.28021999999999997,0.32183,-0.08626,2
47.58594,-16.7138,103.90819,154.95933,0.28229,1.17456,-0.35584,2
34.82031,-1.41539,25.06994,100.35039,0.43741,0.90866,-0.29077,0
71.92188,36.0037,-36.02882,-111.18518,1.60399,1.53409,-0.31132,0
11.195310000000001,-61.851009999999995,63.09323000000001,171.93096,-0.31018,2.00847,-0.38861999999999997,0
36.04688,-32.597970000000004,18.67383,130.52993,-0.033760000000000005,1.5374700000000001,-0.12344000000000001,2
125.45313,-4.58533,40.6185,46.92634,-0.02555,1.0703200000000002,-0.17775,1
64.375,-18.02313,-19.066760000000002,93.76387,-0.04488,1.15719,-0.18899999999999997,1
20.328129999999998,25.01228,3.12527,-96.19996,1.31162,1.29569,-0.01287,2
159.21094,0.23849,0.36894,-0.81728,-0.034730000000000004,0.9728399999999999,-0.23499,1
159.5625,0.27295,0.4396100000000001,-0.57333,-0.030860000000000002,0.97429,-0.23548000000000002,1
136.94531,-12.54464,3.58466,-40.44099,-0.85819,0.19974,-0.23695,1
110.94531,17.707629999999995,-39.20921,-150.3907,0.002,0.4584,-0.18949000000000002,2
131.83594,67.014,-8.500810000000001,-254.41602000000003,0.23686,1.5727,-0.33285,2
3.7421900000000003,0.06621,-0.019780000000000002,-0.57333,-0.12558,0.96705,0.16962,1
45.0625,12.12577,27.86161,13.575510000000001,0.10252,0.9786299999999999,-0.25406999999999996,0
67.01563,85.79245999999998,-22.74188,-367.08397,1.07724,2.67734,-0.46592,1
163.92188000000004,0.16958,-0.19647,-0.67788,-0.033280000000000004,0.97477,-0.23646,1
145.79688000000004,13.504010000000001,38.4629,-48.0033,0.24653000000000005,0.9651200000000001,-0.25211999999999996,2
128.82813000000002,10.2307,35.81258,23.22878,0.05226,0.98056,-0.19977,1
81.33594000000002,28.87133,-90.23675,-86.26789000000002,2.23706,1.6470200000000002,-0.042230000000000004,1
77.01563,-5.48118,-24.93281,76.79223,1.23527,1.10555,-0.26043,0
117.84375,13.641829999999999,-27.653809999999996,116.27655,0.24700999999999998,1.38497,-0.35535,0
98.69530999999999,-23.604979999999998,20.19335,49.33094000000001,-0.04874,0.93616,-0.30055,2
53.00781,-32.04667,3.08993,92.23049,0.07014,1.1147200000000002,-0.34263000000000005,2
37.88281,-35.49225999999999,71.53891999999998,178.97053,-0.12605999999999998,2.22853,-0.36612,0
132.38281,-20.53841,48.56946,43.302,-0.13427999999999998,0.92796,-0.36905,2
20.9375,6.647289999999999,-17.19387,-108.67602,-0.53683,-0.02949,-0.19341,1
56.85156,-27.911959999999997,-7.7587199999999985,-42.74105,-0.31647,0.20842,-0.21101999999999999,0
32.36719,29.45709,-4.18962,59.92514,-0.05067,1.38063,0.21708000000000002,2
113.16406,-29.80704,24.61055,49.60974,-0.16617,0.99408,-0.25848000000000004,2
76.0,-37.283970000000004,104.61495,154.19263999999995,0.39682,1.31789,-0.326,2
54.75781,-23.46716,41.077890000000004,185.13887,-0.51605,0.9680200000000001,-0.46053999999999995,1
28.171879999999998,-11.54542,51.96188,36.64578,-0.21353000000000005,0.91445,-0.39205,2
62.29688,-3.20709,2.8425700000000003,62.4343,-0.34353,0.8493,-0.16748,2
106.84375,1.27217,32.27882,18.59381,0.18902,0.98201,-0.20417000000000002,1
141.65625,-22.50239,-4.33097,84.80758,0.07159,1.03703,-0.22912,1
129.94531,-8.85786,21.35949,27.4107,0.1059,0.9236200000000001,-0.2619,1
